Nghĩa vụ pháp luật,,,,,,,,,,
Tên văn bản,Số văn bản,Số điều khoản,Ngày hiệu lực,Nghĩa vụ pháp luật,Hành động Techcombank cần thực hiện,Có bắt buộc hay không,Chủ thể tương tác,Chủ thể hoạt động,Nhóm nghĩa vụ,Lý do nhóm nghĩa vụ
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,127.2,01/01/2021,"Điều 127.2. Công bố thông tin của cổ đông lớn, nhóm người có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của công ty đại chúng; nhà đầu tư, nhóm người có liên quan sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng; nhóm nhà đầu tư nước ngoài có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của 01 tổ chức phát hành hoặc từ 5% trở lên chứng chỉ quỹ của quỹ đóng
2. Tổ chức, cá nhân, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan là cổ đông lớn phải công bố thông tin khi có thay đổi về số lượng cổ phiếu sở hữu qua các ngưỡng 1% số cổ phiếu có quyền biểu quyết của công ty đại chúng, công ty đầu tư chứng khoán đại chúng.","Tổ chức, cá nhân, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan là cổ đông lớn phải công bố thông tin khi có thay đổi về số lượng cổ phiếu sở hữu qua các ngưỡng 1% số cổ phiếu có quyền biểu quyết của công ty đại chúng, công ty đầu tư chứng khoán đại chúng.",x,Quản trị nội bộ,Cá nhân/Bộ phận,CÔNG BỐ THÔNG TIN & BÁO CÁO,Chủ đề: công bố thông tin khi thay đổi tỷ lệ sở hữu cổ phiếu | Trigger: thay đổi tỷ lệ sở hữu cổ phiếu | → Bước 6 vì nội dung chính là công bố thông tin
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,127.3,01/01/2021,"Điều 127.3. Công bố thông tin của cổ đông lớn, nhóm người có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của công ty đại chúng; nhà đầu tư, nhóm người có liên quan sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng; nhóm nhà đầu tư nước ngoài có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của 01 tổ chức phát hành hoặc từ 5% trở lên chứng chỉ quỹ của quỹ đóng
3. Quy định tại khoản 1 và khoản 2 Điều này không áp dụng đối với các trường hợp sau đây:a) Thay đổi tỷ lệ nắm giữ cổ phiếu có quyền biểu quyết phát sinh do công ty đại chúng mua lại cổ phiếu của chính mình hoặc phát hành thêm cổ phiếu;b) Quỹ hoán đổi danh mục thực hiện giao dịch hoán đổi;c) Trường hợp khác theo quy định của pháp luật.",,,Quản trị nội bộ,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,127.4,01/01/2021,"Điều 127.4. Công bố thông tin của cổ đông lớn, nhóm người có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của công ty đại chúng; nhà đầu tư, nhóm người có liên quan sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng; nhóm nhà đầu tư nước ngoài có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của 01 tổ chức phát hành hoặc từ 5% trở lên chứng chỉ quỹ của quỹ đóng
4. Nhà đầu tư, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan phải công bố thông tin khi sở hữu từ 5% trở lên hoặc không còn sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng.","Nhà đầu tư, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan phải công bố thông tin khi sở hữu từ 5% trở lên hoặc không còn sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng.",x,Quản trị nội bộ,Cá nhân/Bộ phận,CÔNG BỐ THÔNG TIN & BÁO CÁO,Chủ đề: công bố thông tin khi sở hữu hoặc không còn sở hữu từ 5% chứng chỉ quỹ của quỹ đóng | Trigger: thay đổi tỷ lệ sở hữu chứng chỉ quỹ | → Bước 6 vì nội dung chính là công bố thông tin
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,127.5,01/01/2021,"Điều 127.5. Công bố thông tin của cổ đông lớn, nhóm người có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của công ty đại chúng; nhà đầu tư, nhóm người có liên quan sở hữu từ 5% trở lên chứng chỉ quỹ của quỹ đóng; nhóm nhà đầu tư nước ngoài có liên quan sở hữu từ 5% trở lên số cổ phiếu có quyền biểu quyết của 01 tổ chức phát hành hoặc từ 5% trở lên chứng chỉ quỹ của quỹ đóng
5. Nhà đầu tư, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan nắm giữ từ 5% trở lên chứng chỉ quỹ của quỹ đóng phải công bố thông tin khi có thay đổi tỷ lệ sở hữu qua các ngưỡng 1% chứng chỉ quỹ của quỹ đóng.","Nhà đầu tư, nhóm người có liên quan, nhóm nhà đầu tư nước ngoài có liên quan nắm giữ từ 5% trở lên chứng chỉ quỹ của quỹ đóng phải công bố thông tin khi có thay đổi tỷ lệ sở hữu qua các ngưỡng 1% chứng chỉ quỹ của quỹ đóng.",x,Quản trị nội bộ,Cá nhân/Bộ phận,CÔNG BỐ THÔNG TIN & BÁO CÁO,Chủ đề: công bố thông tin khi thay đổi tỷ lệ sở hữu chứng chỉ quỹ | Trigger: thay đổi tỷ lệ sở hữu chứng chỉ quỹ | → Bước 6 vì nội dung chính là công bố thông tin
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,128.1,01/01/2021,"Điều 128.1. Công bố thông tin của người nội bộ và người có liên quan của người nội bộ
1. Người nội bộ của công ty đại chúng, công ty đầu tư chứng khoán đại chúng, quỹ đại chúng và người có liên quan của các đối tượng này phải công bố thông tin trước và sau giao dịch hoặc khi có thay đổi sở hữu đối với cổ phiếu, quyền mua cổ phiếu, trái phiếu chuyển đổi, quyền mua trái phiếu chuyển đổi, chứng chỉ quỹ, quyền mua chứng chỉ quỹ hoặc chứng quyền có bảo đảm dựa trên chứng khoán của công ty đại chúng, công ty đầu tư chứng khoán đại chúng, quỹ đại chúng.","TCB phải: công bố thông tin trước và sau giao dịch hoặc khi có thay đổi sở hữu đối với cổ phiếu, quyền mua cổ phiếu, trái phiếu chuyển đổi, quyền mua trái phiếu chuyển đổi, chứng chỉ quỹ, quyền mua chứng chỉ quỹ hoặc chứng quyền có bảo đảm dựa trên chứng khoán của công ty đại chúng, công ty đầu tư chứng khoán đại chúng, quỹ đại chúng.",x,Quản trị nội bộ,Cá nhân/Bộ phận,CÔNG BỐ THÔNG TIN & BÁO CÁO,Chủ đề: công bố thông tin của người nội bộ và người có liên quan | Trigger: giao dịch hoặc thay đổi sở hữu chứng khoán | → Bước 6 vì nội dung chính là công bố thông tin
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,128.2,01/01/2021,"Điều 128.2. Công bố thông tin của người nội bộ và người có liên quan của người nội bộ
2. Quy định tại khoản 1 Điều này không áp dụng đối với trường hợp quỹ hoán đổi danh mục thực hiện giao dịch hoán đổi hoặc giá trị chứng khoán giao dịch chưa đạt giá trị tối thiểu phải công bố thông tin và các trường hợp khác theo quy định của pháp luật.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,129.1,01/01/2021,"Điều 129.1. Thanh tra chứng khoán
1. Thanh tra chứng khoán là thanh tra chuyên ngành về chứng khoán và thị trường chứng khoán.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,129.2,01/01/2021,"Điều 129.2. Thanh tra chứng khoán
2. Thanh tra chứng khoán có Chánh thanh tra, các Phó Chánh thanh tra và các Thanh tra viên.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,129.3,01/01/2021,"Điều 129.3. Thanh tra chứng khoán
3. Thanh tra chứng khoán chịu sự chỉ đạo trực tiếp của Chủ tịch Ủy ban Chứng khoán Nhà nước và hướng dẫn về nghiệp vụ của Thanh tra Bộ Tài chính, hoạt động theo quy định của pháp luật về thanh tra và quy định của Luật này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,129.4,01/01/2021,"Điều 129.4. Thanh tra chứng khoán
4. Thanh tra chứng khoán có các nhiệm vụ và quyền hạn sau đây:a) Thanh tra, kiểm tra việc chấp hành quy định của pháp luật về chứng khoán và thị trường chứng khoán;b) Xử phạt vi phạm hành chính theo thẩm quyền hoặc kiến nghị Chủ tịch Ủy ban Chứng khoán Nhà nước quyết định việc xử phạt vi phạm hành chính theo quy định của pháp luật về xử lý vi phạm hành chính;c) Phối hợp với các cơ quan, đơn vị liên quan trong việc phòng ngừa, phát hiện, ngăn chặn, xử lý hành vi vi phạm pháp luật về chứng khoán và thị trường chứng khoán;d) Thực hiện nhiệm vụ và quyền hạn khác theo quy định của pháp luật.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,130.1,01/01/2021,"Điều 130.1. Nhiệm vụ, quyền hạn của Ủy ban Chứng khoán Nhà nước trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
1. Trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán, ngoài các nhiệm vụ, quyền hạn theo quy định của pháp luật về thanh tra, pháp luật về xử lý vi phạm hành chính và quy định khác của pháp luật có liên quan, Ủy ban Chứng khoán Nhà nước còn có các nhiệm vụ, quyền hạn sau đây:a) Yêu cầu cơ quan, tổ chức, cá nhân có thông tin, tài liệu, dữ liệu liên quan đến nội dung thanh tra, kiểm tra cung cấp thông tin, tài liệu, dữ liệu đó hoặc yêu cầu tổ chức, cá nhân giải trình, đến làm việc liên quan đến nội dung thanh tra, kiểm tra;b) Yêu cầu tổ chức tín dụng, chi nhánh ngân hàng nước ngoài cung cấp thông tin liên quan đến giao dịch trên tài khoản của khách hàng đối với các trường hợp có dấu hiệu thực hiện hành vi bị nghiêm cấm quy định tại Điều 12 của Luật này. Trình tự, thủ tục yêu cầu và cung cấp thông tin thực hiện theo quy định của pháp luật về ngân hàng;c) Yêu cầu doanh nghiệp viễn thông cung cấp tên, địa chỉ, số máy gọi, số máy được gọi, thời gian gọi để xác minh, xử lý hành vi bị nghiêm cấm quy định tại Điều 12 của Luật này. Trình tự, thủ tục yêu cầu và cung cấp thông tin thực hiện theo quy định của pháp luật về viễn thông.",,,Khách hàng,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,130.2,01/01/2021,"Điều 130.2. Nhiệm vụ, quyền hạn của Ủy ban Chứng khoán Nhà nước trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
2. Việc yêu cầu cơ quan, tổ chức, cá nhân cung cấp thông tin, tài liệu, dữ liệu, giải trình, đến làm việc theo quy định tại khoản 1 Điều này phải được Chủ tịch Ủy ban Chứng khoán Nhà nước phê duyệt và được thực hiện bằng văn bản, nêu rõ mục đích, căn cứ, nội dung, phạm vi yêu cầu.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,130.3,01/01/2021,"Điều 130.3. Nhiệm vụ, quyền hạn của Ủy ban Chứng khoán Nhà nước trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
3. Các thông tin, tài liệu, dữ liệu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, doanh nghiệp viễn thông cung cấp theo quy định tại khoản 1 Điều này phải được bảo mật theo quy định của pháp luật và chỉ được phép sử dụng cho mục đích thanh tra, kiểm tra, xử lý vi phạm pháp luật của tổ chức, cá nhân liên quan.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,130.4,01/01/2021,"Điều 130.4. Nhiệm vụ, quyền hạn của Ủy ban Chứng khoán Nhà nước trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
4. Trong giám sát, phát hiện, xử lý các vi phạm về chứng khoán mang tính xuyên biên giới có liên quan đến thị trường chứng khoán Việt Nam, Ủy ban Chứng khoán Nhà nước phối hợp thanh tra, điều tra, xác minh, thu thập và chia sẻ thông tin với cơ quan quản lý thị trường chứng khoán các nước.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,131.1,01/01/2021,"Điều 131.1. Trách nhiệm phối hợp của các cơ quan, tổ chức, cá nhân trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
1. Cơ quan, tổ chức, cá nhân có trách nhiệm cung cấp thông tin, tài liệu, dữ liệu, giải trình, đến làm việc theo yêu cầu của Ủy ban Chứng khoán Nhà nước theo quy định tại điểm a khoản 1 Điều 130 của Luật này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,131.2,01/01/2021,"Điều 131.2. Trách nhiệm phối hợp của các cơ quan, tổ chức, cá nhân trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, doanh nghiệp viễn thông có trách nhiệm cung cấp thông tin theo yêu cầu của Ủy ban Chứng khoán Nhà nước theo quy định tại điểm b và điểm c khoản 1 Điều 130 của Luật này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,131.3,01/01/2021,"Điều 131.3. Trách nhiệm phối hợp của các cơ quan, tổ chức, cá nhân trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
3. Cơ quan đăng ký kinh doanh có trách nhiệm phối hợp, gửi thông tin về đăng ký doanh nghiệp, đăng ký kinh doanh của công ty đại chúng, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam, doanh nghiệp có liên quan, thông tin khác theo đề nghị của Ủy ban Chứng khoán Nhà nước.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,131.4,01/01/2021,"Điều 131.4. Trách nhiệm phối hợp của các cơ quan, tổ chức, cá nhân trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
4. Cơ quan thuế có trách nhiệm phối hợp cung cấp thông tin của công ty đại chúng về đăng ký thuế, đóng mã số thuế, mở lại mã số thuế, ngừng hoạt động, tạm ngừng kinh doanh có thời hạn, không hoạt động tại địa chỉ đã đăng ký, kết quả xử lý vi phạm pháp luật về thuế, quyết định cưỡng chế nợ thuế, thông tin khác theo đề nghị của Ủy ban Chứng khoán Nhà nước.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,131.5,01/01/2021,"Điều 131.5. Trách nhiệm phối hợp của các cơ quan, tổ chức, cá nhân trong thanh tra, kiểm tra, xử lý vi phạm pháp luật về chứng khoán và thị trường chứng khoán
5. Cơ quan, tổ chức, cá nhân, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm cung cấp đầy đủ và đúng thời hạn cho Ủy ban Chứng khoán Nhà nước thông tin, tài liệu, dữ liệu mà mình đang lưu giữ, quản lý khi có yêu cầu của Ủy ban Chứng khoán Nhà nước. Cơ quan, tổ chức, cá nhân có quyền từ chối cung cấp thông tin, tài liệu, dữ liệu khi có căn cứ cho rằng việc yêu cầu cung cấp là trái quy định tại Điều 130 của Luật này hoặc thông tin, tài liệu, dữ liệu được yêu cầu không liên quan đến đối tượng thanh tra, kiểm tra, đối tượng có dấu hiệu vi phạm pháp luật. Trong trường hợp không cung cấp được, cơ quan, tổ chức, cá nhân phải thông báo bằng văn bản cho Ủy ban Chứng khoán Nhà nước biết và nêu rõ lý do.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.1,01/01/2021,"Điều 132.1. Xử lý vi phạm
1. Tổ chức, cá nhân có hành vi vi phạm quy định của Luật này và quy định khác của pháp luật có liên quan đến hoạt động chứng khoán và thị trường chứng khoán thì tùy theo tính chất, mức độ vi phạm mà bị xử phạt hành chính hoặc bị truy cứu trách nhiệm hình sự; nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật.",,,,,,
